Course Code,Course Name,2021 Round 1,2021 Round 2,2020 Round 1,2020 Round 2,2019 Round 1,2020 additional assessment,2019 additional assessment
TR231,Classical Languages/History of Art and Architecture,,,349,,,False,False
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349,,,False,False
TR239,Classical Languages/Modern Language,,,349,,,False,False
TR262,English Literature/History,,,529,,,False,False
TR263,English Literature/History of Art and Architecture,,,498,497,,False,False
TR269,English Literature/Philosophy,,,499,,,False,False
TR272,English Literature/Sociology,,,498,,,False,False
TR276,English Literature/Drama Studies,,,498,,,True,False
TR277,English Literature/Modern Language,,,498,495,,False,False
TR311,Film/Drama Studies,,,521,,,True,False
TR312,Film/English Literature,,,521,,,False,False
TR320,Film/Music,,,521,,,True,False
TR322,Geography/History,,,529,,,False,False
TR323,Drama Studies/Modern Language,,,473,,,True,False
TR324,Film/Modern Language,,,521,,,False,False
TR325,Film/History,,,529,,,False,False
TR326,Geography/Modern Language,,,352,,,False,False
TR332,Geography/Sociology,,,498,496,,False,False
TR443,History/History of Art and Architecture,,,529,,,False,False
TR447,History/Modern Language,,,529,,,False,False
TR449,History/Philosophy,,,529,,,False,False
TR452,History/Sociology,,,529,,,False,False
TR454,History/Religion,,,529,,,False,False
TR455,History of Art and Architecture/Modern Language,,,334,,,False,False
TR479,History of Art and Architecture/Philosophy,,,499,,,False,False
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337,,,False,False
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335,,,False,False
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529,,,False,False
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335,,,False,False
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,True,False
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342,,,False,False
TR597,Mathematics/Modern Language,,,566,,,False,False
TR598,Mathematics/Music,,,566,,,True,False
TR599,Mathematics/Philosophy,,,566,,,False,False
TR629,Music/Philosophy,,,499,,,True,False
TR635,Music/Drama Studies,,,473,,,True,False
TR636,Music/Modern Language,,,388,,,True,False
TR638,Music/Religion,,,388,,,True,False
TR639,Philosophy/Modern Language,,,499,,,False,False
TR662,Philosophy/Sociology,,,499,,,False,False
TR663,Religion/Classical Civilisation,,,342,,,False,False
TR664,Religion/English Literature,,,498,,,False,False
TR665,Religion/History of Art and Architecture,,,342,,,False,False
TR666,Religion/Modern Language,,,,,,False,False
TR667,French/Modern Language,,,403,,,False,False
TR668,German/Modern Language,,,389,,,False,False
TR669,Irish/Modern Language,,,368,,,False,False
TR670,Italian/Modern Language,,,381,,,False,False
TR671,Russian/Modern Language,,,332,,,False,False
TR672,Spanish/Modern Language,,,336,,,False,False
TR755,Sociology/Drama Studies,,,498,,,True,False
TR756,Sociology/Modern Language,,,498,495,,False,False
TR801,Dental Nursing,,,436,419,,False,False
TR802,Dental Hygiene,,,543,511,,True,False
TR803,Dental Technology,,,531,486,,True,False
TU601,Electronic Engineering,,,232,,,False,False
TU602,Computer Engineering,,,223,,,False,False
TU603,Mechanical Engineering,,,197,197,,False,False
TU641,Bar and Restaurant Management,,,223,,,False,False
TU642,Culinary Arts,,,153,,,False,False
TU643,Culinary Arts (Professional Cookery Practice),,,236,,,False,False
TU644,Food Management and Entrepreneurship,,,223,,,False,False
TU645,Food Science and Management,,,241,,,False,False
TU651,Applied Biology,,,205,196,,False,False
TU652,Computing,,,194,,,False,False
TU653,Computing (Information Technology),,,245,,,False,False
TU654,Pharmacy Technician Studies,,,321,,,False,False
TU655,Computing (Networking Technologies) Learn and Work,,,410,335,,True,False
TU671,Business,,,226,,,False,False
TU672,Business (Common entry),,,180,179,,False,False
TU673,Business Management,,,300,,,False,False
TU674,Business Studies,,,300,,,False,False
TU675,Marketing,,,301,,,False,False
TU676,Retail Management and Marketing,,,290,,,False,False
TU701,Automation Engineering,,,260,,,False,False
TU702,Biomedical Design,,,232,232,,False,False
TU703,Building Engineering,,,260,,,False,False
TU704,Civil Engineering,,,262,,,False,False
TU705,Electrical and Control Engineering,,,243,,,False,False
TU706,Electrical Services Engineering,,,244,,,False,False
TU707,Electronic Engineering,,,224,224,,False,False
TU708,Engineering (Common Entry with Award options),,,225,,,False,False
TU709,Engineering (General Entry),,,370,,,False,False
TU710,Engineering Reliability Management,,,244,,,False,False
TU711,Mechatronic Engineering,,,223,,,False,False
TU712,Sustainable Energy and Environmental Engineering,,,180,180,,False,False
TU713,Computer Engineering,,,221,,,False,False
TU714,Electronics and Communications Engineering,,,264,,,False,False
TU715,Engineering Software,,,181,181,,False,False
TU716,Networking Technology,,,241,,,False,False
TU717,Mechanical Engineering,,,300,,,False,False
TU718,Mechanical Engineering,,,198,198,,False,False
TU719,"Design,Technology and Innovation",,,228,,,False,False
TU720,Automotive Management and Technology,,,232,,,False,False
TU721,Aviation Technology,,,350,,,False,False
TU722,Process Instrumentation and Automation Learn and Work,,,292,292,,True,False
TU731,"Auctioneering, Valuation and Estate Agency",,,290,,,False,False
TU732,Timber Product Technology,,,253,198,,False,False
TU735,Sports Management and Coaching,,,270,,,False,False
TU736,Sports Science and Health,,,410,391,,False,False
TU741,Baking and Pastry Arts Management,,,234,,,False,False
TU742,Culinary Arts,,,155,155,,False,False
TU745,Hospitality Management,,,245,,,False,False
TU746,International Hospitality and Tourism Management,,,170,170,,False,False
TU747,Tourism Management,,,242,,,False,False
TU751,Biosciences,,,407,,,False,False
TU752,DNA and Forensic Analysis,,,390,,,False,False
TU754,Industrial and Environmental Physics,,,270,,,False,False
TU755,Science (General Entry),,,361,,,False,False
TU756,Computing,,,200,195,,False,False
TU757,Computing (Information Technology),,,225,,,False,False
TU758,Digital Forensics and Cyber Security,,,220,,,False,False
TU759,Information Technology Management,,,211,,,False,False
TU760,Bioanalysis,,,204,204,,False,False
TU761,Ophthalmic Dispensing,,,302,,,False,False
TU762,Medicinal Chemistry and Pharmaceutical Sciences,,,364,,,False,False
TU763,Pharmaceutical Science,,,382,349,,False,False
TU771,Business,,,224,,,False,False
TU772,Business (Common Entry with Award options),,,0,227,,False,False
TU774,Management,,,195,209,,False,False
TU775,Accounting and Finance,,,260,,,False,False
TU776,Accounting and Finance,,,182,175,,False,False
TU777,Business and Information Technology,,,244,,,False,False
TU778,International Business,,,224,,,False,False
TU779,International Business,,,180,180,,False,False
TU780,Advertising and Marketing Communications,,,179,179,,False,False
TU781,Digital Marketing,,,220,,,False,False
TU782,Digital Marketing,,,179,179,,False,False
TU783,Marketing,,,189,189,,False,False
TU791,Applied Social Studies in Social Care,,,320,,,False,False
TU792,Community and Youth Development,,,101,250,,False,False
TU793,Early Childhood Care and Education,,,220,,,False,False
TU794,Early Childhood Care and Education,,,390,250,,False,False
TU795,Visual Merchandising and Display,,,481,,,True,False
TU796,Creative Digital Media,,,225,,,False,False
TU803,Electronic Engineering,,,243,243,,False,False
TU806,Sustainable Energy Engineering,,,262,,,False,False
TU808,Engineering Software,,,260,260,,False,False
TU809,Mechanical Engineering,,,235,,,False,False
TU813,Automation Engineering,,,218,218,,False,False
TU873,Industrial Mathematics,,,250,250,,False,False
TU901,Business,,,270,,,False,False
TU908,Management,,,262,253,,False,False
TU909,Accounting and Finance,,,285,,,False,False
TU911,Accounting and Finance,,,209,192,,False,False
TU913,Business and Information Technology,,,252,,,False,False
TU915,International Business,,,252,,,False,False
TU916,International Business,,,235,235,,False,False
TU923,Marketing Management,,,228,276,,False,False
TU966,Languages and English Studies,,,366,,,False,False
TU971,Contemporary Visual Culture,,,290,,,False,False
TU972,Creative and Cultural Industries,,,281,,,False,False
TU986,Print Media Technology and Management,,,289,,,False,False
TU993,Early Childhood Care and Education,,,270,,,False,False
TU994,Early Childhood Care and Education,,,321,251,,False,False
WD003,Business,,,0,171,,False,False
WD010,Electronic Engineering,,,181,,,False,False
WD011,Mechanical Engineering,,,198,,,False,False
WD013,Legal Studies,,,177,,,False,False
WD018,Applied Social Care,,,171,,,False,False
WD019,Recreation and Sport Management,,,174,,,False,False
WD076,Forestry,,,243,,,False,False
WD094,Architectural Technology,,,166,150,,False,False
WD096,Horticulture (Waterford - Kildalton),,,260,,,False,False
WD097,Horticulture (Dublin - National Botanic Gardens),,,0,,,False,False
WD126,Agriculture,,,327,,,False,False
WD139,Civil Engineering,,,206,,,False,False
WD149,Early Childhood Studies,,,271,,288,False,False
WD151,Software Systems Development,,,0,0,,False,False
WD153,Multimedia Applications Development,,,163,,,False,False
WD155,Information Technology,,,211,,,False,False
WD159,Business,,,195,,,False,False
WD164,Food Science with Business,,,309,,,False,False
WD172,Culinary Arts,,,0,0,,False,False
WD173,Hospitality Studies,,,0,,,False,False
WD174,Tourism,,,0,,,False,False
WD175,Pharmaceutical Science,,,226,,,False,False
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",,,222,,,False,False
WD182,Electrical Engineering,,,0,,,False,False
WD184,Retail Management,,,163,,,False,False
WD188,Applied Health Care,,,201,,,False,False
WD205,Molecular Biology with Biopharmaceutical Science,,,228,,,False,False
WD206,Electronic Engineering,,,179,,,False,False
WD207,Mechanical Engineering,,,198,,,False,False
WD208,Manufacturing Engineering,,,188,,,False,False
AL853,Accounting and Law,,,,,305,,False
CW178,Sport Science (options),,,,,399,,False
CK116,Sports Studies and Physical Education,,,,,499,,False
CK502,Food Marketing and Entrepreneurship,,,,,433,,False
CK506,International Development and Food Policy,,,,,367,,False
DC005,Education - Primary Teaching - Irish Sign Language,,,,,316,,True
DC167,Physics with Astronomy,,,,,434,,False
DC171,Applied Physics,,,,,402,,False
DC173,Physics with Biomedical Sciences,,,,,402,,False
DT001,Product Design,,,,,433,,False
DT028,Transport Operations and Technology,,,,,279,,False
DT035,Electrical Services and Energy Management,,,,,293,,False
DT066,Engineering (General Entry),,,,,400,,False
DT101,Architecture (test and interview),,,,,618,,True
DT106,Planning and Environmental Management,,,,,312,,False
DT110,Property Economics (Valuation Surveying),,,,,367,,False
DT111,Quantity Surveying and Construction Economics,,,,,391,,False
DT112,Geographic Science,,,,,287,,False
DT117,Construction Management,,,,,356,,False
DT175,Architectural Technology,,,,,388,,False
DT201,Science (General Entry),,,,,464,,False
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,341,,False
DT204,Biomedical Science,,,,,501,,False
DT205,Mathematical Sciences,,,,,315,,False
DT206,Biomedical and Molecular Diagnostics,,,,,473,,False
DT211,Computer Science (Infrastructure),,,,,381,,False
DT220,Industrial Mathematics,,,,,300,,False
DT221,Physics with Energy and Environment,,,,,348,,False
DT222,Physics Technology,,,,,321,,False
DT223,Human Nutrition and Dietetics,,,,,553,,False
DT224,Optometry,,,,,487,,False
DT225,Public Health Nutrition,,,,,440,,False
DT227,Science with Nanotechnology,,,,,312,,False
DT228,Computer Science,,,,,451,,False
DT229,Clinical Measurement Science,,,,,491,,False
DT235,Physics with Medical Physics and Bioengineering,,,,,357,,False
DT282,Computer Science (International),,,,,377,,False
DT299,Chemical Sciences with Medicinal Chemistry,,,,,420,,False
DT302,Business Analytics,,,,,325,,False
DT304,E-Commerce in Retailing,,,,,341,,False
DT321,Business and Law,,,,,462,,False
DT341,Marketing,,,,,400,,False
DT343,Retail and Services Management,,,,,301,,False
DT354,Business Computing,,,,,322,,False
DT358,Logistics and Supply Chain Management,,,,,300,,False
DT365,Business and Management,,,,,440,,False
DT366,Accounting and Finance,,,,,432,,False
DT398,Human Resource Management,,,,,375,,False
DT399,Economics and Finance,,,,,437,,False
DT401,International Hospitality Management,,,,,300,,False
DT405,Culinary Science,,,,,308,,False
DT407,Culinary Arts,,,,,271,,False
DT412,Tourism Marketing,,,,,284,,False
DT413,Event Management,,,,,356,,False
DT416,Culinary Entrepreneurship,,,,,275,,False
DT420,Nutraceuticals in Health and Nutrition,,,,,392,,False
DT421,Food Innovation,,,,,321,,False
DT422,Pharmaceutical Healthcare,,,,,397,,False
DT491,Environmental Health,,,,,343,,False
DT501,Music,,,,,383,,True
DT504,Film and Broadcasting,,,,,443,,False
DT506,Commercial Modern Music,,,,,468,,True
DT508,Game Design,,,,,403,,False
DT517,Languages and English Studies,,,,,326,,False
DT518,Languages and International Tourism,,,,,307,,False
DT529,Drama (Performance),,,,,371,,True
DT532,Law (LL.B.),,,,,422,,False
DT533,Contemporary Visual Culture,,,,,,,True
DT544,Interior Design,,,,,552,,True
DT545,Design - Visual Communication,,,,,667,,True
DT546,Fine Art,,,,,668,,True
DT555,International Business and Languages,,,,,353,,False
DT559,Photography,,,,,700,,True
DT571,Social Care,,,,,394,,False
DT572,Early Childhood Education,,,,,385,,False
DT582,Journalism,,,,,347,,False
DT596,Print Media Technology and Management,,,,,252,,False
DT597,Creative and Cultural Industries,,,,,280,,False
DL835,Creative Media Technologies,,,,,237,,False
GC405,International Hospitality Management (Dublin),,,,,254,,False
ID003,Business Studies with Chinese,,,,,,,False
BN101,Business,,,,,252,,False
BN103,Business and Information Technology,,,,,254,,False
BN104,Computing (Information Technology),,,,,260,,False
BN107,Applied Social Studies in Social Care,,,,,300,,False
BN108,Engineering (Common Entry with Award options),,,,,271,,False
BN109,Business (Common Entry with Award options),,,,,260,,False
BN110,International Business,,,,,253,,False
BN111,Sports Management and Coaching,,,,,270,,False
BN112,Creative Digital Media,,,,,280,,False
BN113,Horticulture,,,,,289,,False
BN114,Accounting and Finance,,,,,280,,False
BN115,Community and Youth Development,,,,,250,,False
BN117,Computer Engineering in Mobile Systems,,,,,273,,False
BN118,Early Childhood Care and Education,,,,,290,,False
BN119,Digital Marketing,,,,,270,,False
BN120,Digital Forensics and Cyber Security,,,,,281,,False
BN121,Mechatronic Engineering,,,,,276,,False
BN123,"Design,Technology and Innovation",,,,,297,,False
TA022,Creative Digital Media,,,,,260,,False
TA023,Advertising and Marketing Communications,,,,,235,,False
TA024,Early Childhood Care and Education,,,,,217,,False
TA025,Social Care Practice,,,,,261,,False
TA026,International Hospitality and Tourism Management,,,,,208,,False
TA027,Botanical Cuisine,,,,,236,,False
TA028,Digital Marketing Technologies,,,,,220,,False
TA121,Accounting and Finance,,,,,202,,False
TA122,Management,,,,,218,,False
TA123,Marketing Management,,,,,207,,False
TA125,International Business,,,,,229,,False
TA221,Electronic Engineering,,,,,251,,False
TA222,Mechanical Engineering,,,,,243,,False
TA223,Sustainable Energy Engineering,,,,,236,,False
TA224,Biomedical Design,,,,,218,,False
TA225,Automation Engineering,,,,,235,,False
TA226,Engineering Software,,,,,243,,False
TA321,Pharmaceutical Science,,,,,261,,False
TA322,Computing,,,,,200,,False
TA323,Computing with IT Management,,,,,243,,False
TA326,DNA and Forensic Analysis,,,,,300,,False
TA327,Sports Science and Health,,,,,341,,False
TA328,Computing with Language (French/German/Spanish),,,,,218,,False
TA329,Computing with Data Analytics,,,,,218,,False
NC025,Data Science,,,,,297,,False
GA385,Retail Management,,,,,219,,False
LY218,Business - with Spanish/Irish options,,,,,298,,False
CI101,Counselling and Psychotherapy (Limerick),,,,,276,,False
LC411,Marketing and Management (Thurles),,,,,226,,False
SG149,Business in Finance and Investment,,,,,262,,False
SG441,Environmental Science,,,,,297,,False
SG446,Applied Archaeology,,,,,289,,False
TL803,Music Technology,,,,,264,,False
TL812,Computing with Digital Media,,,,,369,,False
WD148,Tourism Marketing,,,,,269,,False
